id,talk_time,talk_charge,sms,sms_charge,total_charge,plan
3134,74,3703,989,197.8,3915.8,PlanA
3135,55,2751,365,73,2858,PlanA
3136,6,302,345,69,417,PlanA
3137,58,2904,751,150.2,3073.2,PlanA
3138,89,4455,885,177,4676,PlanA
3139,90,4504,163,32.6,4582.6,PlanA
3140,22,1104,274,54.8,1186.8,PlanA
3141,48,2401,255,51,2489,PlanA
3142,61,3051,609,121.8,3188.8,PlanA
3143,35,1752,73,14.6,1787.6,PlanA
3144,59,2951,692,138.4,3117.4,PlanA
3145,91,4554,952,190.4,4793.4,PlanA
3146,6,302,649,129.8,441.8,PlanA
3147,42,2103,193,38.6,2191.6,PlanA
3148,68,3403,917,183.4,3611.4,PlanA
3149,80,4002,525,105,4124,PlanA
3150,36,1802,391,78.2,1884.2,PlanA
3151,33,1652,304,60.8,1746.8,PlanA
3152,34,1701,552,110.4,1848.4,PlanA
3153,49,2452,403,80.6,2542.6,PlanA
3154,33,1653,270,54,1736,PlanA
3155,56,2803,179,35.8,2882.8,PlanA
3156,67,3355,989,197.8,3553.8,PlanA
3157,38,1902,106,21.2,1931.2,PlanA
3158,56,2801,32,6.4,2856.4,PlanA
3159,46,2304,540,108,2447,PlanA
3160,56,2803,437,87.4,2907.4,PlanA
3161,92,4603,743,148.6,4761.6,PlanA
3162,7,355,155,31,428,PlanA
3163,95,4754,126,25.2,4814.2,PlanA
3164,2,102,69,13.8,156.8,PlanA
3165,51,2551,953,190.6,2743.6,PlanA
3166,27,1354,58,11.6,1414.6,PlanA
3167,46,2301,682,136.4,2473.4,PlanA
3168,44,2204,234,46.8,2266.8,PlanA
3169,100,5002,319,63.8,5093.8,PlanA
3170,37,1854,505,101,1966,PlanA
3171,71,3554,607,121.4,3692.4,PlanA
3172,60,3002,194,38.8,3075.8,PlanA
3173,93,4655,320,64,4742,PlanA
3174,75,3753,227,45.4,3801.4,PlanA
3175,22,1103,499,99.8,1234.8,PlanA
3176,14,701,812,162.4,895.4,PlanA
3177,93,4652,106,21.2,4718.2,PlanA
3178,23,1153,717,143.4,1329.4,PlanA
3179,11,552,610,122,694,PlanA
3180,22,1102,317,63.4,1173.4,PlanA
3181,77,3854,346,69.2,3972.2,PlanA
3182,76,3804,627,125.4,3975.4,PlanA
3183,78,3903,494,98.8,4050.8,PlanA
3184,81,4051,343,68.6,4141.6,PlanA
3185,16,802,713,142.6,991.6,PlanA
3186,61,3054,109,21.8,3091.8,PlanA
3187,41,2051,623,124.6,2181.6,PlanA
3188,84,4203,150,30,4274,PlanA
3189,55,2752,852,170.4,2952.4,PlanA
3190,26,1305,113,22.6,1338.6,PlanA
3191,17,854,116,23.2,886.2,PlanA
3192,86,4304,683,136.6,4467.6,PlanA
3193,65,3254,878,175.6,3438.6,PlanA
3194,89,4454,779,155.8,4659.8,PlanA
3195,54,2702,168,33.6,2757.6,PlanA
3196,3,151,525,105,258,PlanA
3197,8,401,461,92.2,508.2,PlanA
3198,72,3604,775,155,3806,PlanA
3199,81,4053,833,166.6,4227.6,PlanA
3200,57,2853,395,79,2947,PlanA
3201,63,3151,394,78.8,3270.8,PlanA
3202,98,4902,467,93.4,5040.4,PlanA
3203,63,3153,240,48,3219,PlanA
3204,50,2505,821,164.2,2691.2,PlanA
3205,4,205,845,169,413,PlanA
3206,66,3301,636,127.2,3442.2,PlanA
3207,54,2705,269,53.8,2764.8,PlanA
3208,51,2551,149,29.8,2612.8,PlanA
3209,57,2851,671,134.2,3009.2,PlanA
3210,75,3752,830,166,3963,PlanA
3211,18,905,131,26.2,958.2,PlanA
3212,78,3902,370,74,3991,PlanA
3213,71,3551,375,75,3663,PlanA
3214,4,205,510,102,342,PlanA
3215,71,3552,2,0.4,3590.4,PlanA
3216,2,104,89,17.8,135.8,PlanA
3217,99,4955,419,83.8,5086.8,PlanA
3218,87,4351,669,133.8,4525.8,PlanA
3219,30,1502,339,67.8,1591.8,PlanA
3220,53,2654,183,36.6,2725.6,PlanA
3221,9,454,300,60,525,PlanA
3222,24,1205,386,77.2,1323.2,PlanA
3223,48,2401,678,135.6,2578.6,PlanA
3224,64,3201,481,96.2,3327.2,PlanA
3225,23,1153,903,180.6,1358.6,PlanA
3226,59,2955,604,120.8,3104.8,PlanA
3227,75,3755,872,174.4,3967.4,PlanA
3228,91,4555,198,39.6,4633.6,PlanA
3229,44,2204,702,140.4,2372.4,PlanA
3230,5,253,69,13.8,303.8,PlanA
3231,47,2355,556,111.2,2487.2,PlanA
3232,95,4751,580,116,4909,PlanA
3233,56,2803,264,52.8,2891.8,PlanA
3234,94,4701,330,66,4783,PlanA
3235,23,1152,993,198.6,1364.6,PlanA
3236,69,3454,349,69.8,3537.8,PlanA
3237,91,4554,643,128.6,4722.6,PlanA
3238,34,1705,29,5.8,1759.8,PlanA
3239,66,3302,209,41.8,3360.8,PlanA
3240,99,4953,912,182.4,5146.4,PlanA
3241,98,4902,89,17.8,4968.8,PlanA
3242,63,3155,877,175.4,3336.4,PlanA
3243,57,2855,400,80,2946,PlanA
3244,89,4454,813,162.6,4665.6,PlanA
3245,41,2055,78,15.6,2079.6,PlanA
3246,65,3255,906,181.2,3484.2,PlanA
3247,17,853,512,102.4,998.4,PlanA
3248,49,2453,876,175.2,2664.2,PlanA
3249,8,402,875,175,607,PlanA
3250,12,603,296,59.2,700.2,PlanA
3251,55,2754,378,75.6,2874.6,PlanA
3252,67,3354,150,30,3425,PlanA
3253,63,3153,434,86.8,3247.8,PlanA
3254,15,753,443,88.6,872.6,PlanA
3255,24,1205,283,56.6,1300.6,PlanA
3256,65,3254,737,147.4,3446.4,PlanA
3257,25,1252,49,9.8,1310.8,PlanA
3258,19,953,664,132.8,1119.8,PlanA
3259,84,4204,482,96.4,4311.4,PlanA
3260,58,2901,882,176.4,3123.4,PlanA
3261,92,4604,745,149,4786,PlanA
3262,17,853,179,35.8,934.8,PlanA
3263,20,1002,763,152.6,1168.6,PlanA
3264,73,3654,347,69.4,3755.4,PlanA
3265,85,4253,126,25.2,4319.2,PlanA
3266,19,952,137,27.4,1017.4,PlanA
3267,27,1355,308,61.6,1417.6,PlanA
3268,85,4251,65,13,4296,PlanA
3269,64,3203,439,87.8,3330.8,PlanA
3270,39,1954,348,69.6,2061.6,PlanA
3271,84,4203,948,189.6,4422.6,PlanA
3272,56,2802,481,96.2,2907.2,PlanA
3273,20,1002,101,20.2,1060.2,PlanA
3274,91,4555,17,3.4,4586.4,PlanA
3275,47,2353,823,164.6,2535.6,PlanA
3276,41,2054,815,163,2246,PlanA
3277,62,3104,849,169.8,3308.8,PlanA
3278,6,301,42,8.4,354.4,PlanA
3279,18,902,940,188,1094,PlanA
3280,83,4154,26,5.2,4189.2,PlanA
3281,66,3304,308,61.6,3376.6,PlanA
3282,18,904,784,156.8,1104.8,PlanA
3283,39,1953,494,98.8,2093.8,PlanA
3284,92,4603,196,39.2,4692.2,PlanA
3285,29,1455,73,14.6,1510.6,PlanA
3286,6,304,153,30.6,362.6,PlanA
3287,32,1601,296,59.2,1689.2,PlanA
3288,6,303,735,147,483,PlanA
3289,100,5002,102,20.4,5036.4,PlanA
3290,15,754,585,117,898,PlanA
3291,23,1154,877,175.4,1352.4,PlanA
3292,77,3851,625,125,4018,PlanA
3293,87,4353,754,150.8,4551.8,PlanA
3294,2,103,554,110.8,231.8,PlanA
3295,28,1404,229,45.8,1495.8,PlanA
3296,43,2151,794,158.8,2351.8,PlanA
3297,60,3005,909,181.8,3198.8,PlanA
3298,94,4704,1,0.2,4740.2,PlanA
3299,59,2955,801,160.2,3153.2,PlanA
3300,65,3253,454,90.8,3361.8,PlanA
3301,39,1955,692,138.4,2111.4,PlanA
3302,17,853,818,163.6,1025.6,PlanA
3303,48,2403,118,23.6,2464.6,PlanA
3304,36,1802,967,193.4,2001.4,PlanA
3305,49,2454,396,79.2,2549.2,PlanA
3306,35,1754,723,144.6,1941.6,PlanA
3307,78,3904,961,192.2,4136.2,PlanA
3308,65,3251,841,168.2,3451.2,PlanA
3309,51,2551,505,101,2691,PlanA
3310,7,353,136,27.2,381.2,PlanA
3311,96,4804,855,171,4977,PlanA
3312,56,2803,732,146.4,2978.4,PlanA
3313,19,953,334,66.8,1042.8,PlanA
3314,95,4752,132,26.4,4801.4,PlanA
3315,17,852,460,92,977,PlanA
3316,13,654,185,37,733,PlanA
3317,8,401,572,114.4,526.4,PlanA
3318,44,2204,416,83.2,2307.2,PlanA
3319,18,903,312,62.4,1002.4,PlanA
3320,79,3951,970,194,4158,PlanA
3321,6,301,230,46,373,PlanA
3322,100,5005,779,155.8,5165.8,PlanA
3323,52,2602,984,196.8,2830.8,PlanA
3324,99,4955,844,168.8,5169.8,PlanA
3325,66,3305,279,55.8,3391.8,PlanA
3326,12,601,774,154.8,804.8,PlanA
3327,35,1752,291,58.2,1845.2,PlanA
3328,24,1201,365,73,1324,PlanA
3329,25,1254,124,24.8,1287.8,PlanA
3330,22,1102,196,39.2,1158.2,PlanA
3331,68,3404,308,61.6,3484.6,PlanA
3332,44,2204,932,186.4,2423.4,PlanA
3333,9,451,273,54.6,515.6,PlanA
3334,65,3254,115,23,3278,PlanA
3335,45,2254,359,71.8,2326.8,PlanA
3336,62,3103,427,85.4,3189.4,PlanA
3337,8,401,254,50.8,455.8,PlanA
3338,73,3652,185,37,3727,PlanA
3339,91,4555,565,113,4669,PlanA
3340,45,2255,259,51.8,2328.8,PlanA
3341,69,3453,303,60.6,3563.6,PlanA
3342,93,4655,71,14.2,4694.2,PlanA
3343,29,1455,173,34.6,1495.6,PlanA
3344,39,1951,663,132.6,2104.6,PlanA
3345,97,4853,674,134.8,5030.8,PlanA
3346,8,403,308,61.6,481.6,PlanA
3347,71,3554,381,76.2,3674.2,PlanA
3348,24,1205,543,108.6,1325.6,PlanA
3349,43,2152,496,99.2,2284.2,PlanA
3350,80,4002,81,16.2,4065.2,PlanA
3351,89,4452,935,187,4680,PlanA
3352,82,4102,866,173.2,4319.2,PlanA
3353,91,4552,368,73.6,4658.6,PlanA
3354,15,755,901,180.2,937.2,PlanA
3355,65,3252,846,169.2,3453.2,PlanA
3356,19,951,227,45.4,1003.4,PlanA
3357,17,853,405,81,945,PlanA
3358,36,1801,174,34.8,1871.8,PlanA
3359,79,3953,129,25.8,3981.8,PlanA
3360,92,4602,31,6.2,4655.2,PlanA
3361,15,753,694,138.8,897.8,PlanA
3362,48,2402,552,110.4,2513.4,PlanA
3363,4,203,69,13.8,222.8,PlanA
3364,9,455,77,15.4,481.4,PlanA
3365,19,951,433,86.6,1048.6,PlanA
3366,60,3003,291,58.2,3065.2,PlanA
3367,16,803,806,161.2,1004.2,PlanA
3368,70,3503,779,155.8,3669.8,PlanA
3369,67,3354,686,137.2,3498.2,PlanA
3370,86,4303,717,143.4,4452.4,PlanA
3371,95,4755,746,149.2,4953.2,PlanA
3372,22,1102,179,35.8,1142.8,PlanA
3373,80,4001,219,43.8,4086.8,PlanA
3374,37,1852,116,23.2,1911.2,PlanA
3375,83,4154,330,66,4254,PlanA
3376,26,1304,338,67.6,1397.6,PlanA
3377,91,4555,943,188.6,4748.6,PlanA
3378,82,4101,783,156.6,4278.6,PlanA
3379,1,53,489,97.8,151.8,PlanA
3380,48,2401,341,68.2,2511.2,PlanA
3381,50,2504,324,64.8,2617.8,PlanA
3382,86,4302,345,69,4401,PlanA
3383,20,1001,434,86.8,1113.8,PlanA
3384,46,2305,741,148.2,2503.2,PlanA
3385,28,1401,152,30.4,1442.4,PlanA
3386,70,3505,830,166,3676,PlanA
3387,18,902,646,129.2,1074.2,PlanA
3388,76,3802,899,179.8,4014.8,PlanA
3389,64,3204,111,22.2,3228.2,PlanA
3390,49,2453,523,104.6,2599.6,PlanA
3391,5,251,740,148,447,PlanA
3392,68,3404,323,64.6,3486.6,PlanA
3393,33,1653,608,121.6,1788.6,PlanA
3394,75,3755,917,183.4,3963.4,PlanA
3395,59,2951,352,70.4,3036.4,PlanA
3396,70,3505,449,89.8,3634.8,PlanA
3397,60,3002,744,148.8,3151.8,PlanA
3398,56,2803,152,30.4,2882.4,PlanA
3399,9,451,984,196.8,679.8,PlanA
3400,31,1553,377,75.4,1670.4,PlanA
3401,91,4551,59,11.8,4565.8,PlanA
3402,95,4754,898,179.6,4952.6,PlanA
3403,97,4854,539,107.8,4990.8,PlanA
3404,34,1703,308,61.6,1771.6,PlanA
3405,6,301,853,170.6,489.6,PlanA
3406,73,3654,386,77.2,3759.2,PlanA
3407,99,4954,705,141,5101,PlanA
3408,20,1002,679,135.8,1138.8,PlanA
3409,74,3701,303,60.6,3807.6,PlanA
3410,75,3751,829,165.8,3921.8,PlanA
3411,5,254,613,122.6,390.6,PlanA
3412,26,1302,239,47.8,1384.8,PlanA
3413,13,654,391,78.2,782.2,PlanA
3414,91,4552,820,164,4759,PlanA
3415,32,1601,833,166.6,1806.6,PlanA
3416,38,1905,17,3.4,1924.4,PlanA
3417,97,4853,683,136.6,5024.6,PlanA
3418,69,3452,548,109.6,3565.6,PlanA
3419,30,1502,785,157,1662,PlanA
3420,37,1852,532,106.4,1966.4,PlanA
3421,57,2853,996,199.2,3054.2,PlanA
3422,69,3451,443,88.6,3575.6,PlanA
3423,75,3754,295,59,3817,PlanA
3424,89,4454,377,75.4,4536.4,PlanA
3425,29,1454,589,117.8,1593.8,PlanA
3426,90,4504,131,26.2,4535.2,PlanA
3427,30,1505,892,178.4,1715.4,PlanA
3428,18,902,927,185.4,1127.4,PlanA
3429,35,1753,614,122.8,1913.8,PlanA
3430,19,954,817,163.4,1144.4,PlanA
3431,96,4801,250,50,4858,PlanA
3432,95,4755,811,162.2,4960.2,PlanA
3433,48,2405,319,63.8,2502.8,PlanA
3434,49,2452,122,24.4,2502.4,PlanA
3435,18,904,840,168,1099,PlanA
3436,62,3102,507,101.4,3224.4,PlanA
3437,55,2755,477,95.4,2867.4,PlanA
3438,89,4454,699,139.8,4631.8,PlanA
3439,12,604,972,194.4,848.4,PlanA
3440,26,1301,364,72.8,1391.8,PlanA
3441,48,2402,686,137.2,2584.2,PlanA
3442,90,4502,210,42,4561,PlanA
3443,49,2453,697,139.4,2603.4,PlanA
3444,22,1105,162,32.4,1143.4,PlanA
3445,27,1355,824,164.8,1568.8,PlanA
3446,38,1901,482,96.4,2003.4,PlanA
3447,27,1351,362,72.4,1425.4,PlanA
3448,81,4051,659,131.8,4219.8,PlanA
3449,86,4304,492,98.4,4431.4,PlanA
3450,57,2853,994,198.8,3091.8,PlanA
3451,79,3952,658,131.6,4096.6,PlanA
3452,31,1555,33,6.6,1576.6,PlanA
3453,78,3904,939,187.8,4119.8,PlanA
3454,93,4654,441,88.2,4755.2,PlanA
3455,26,1301,372,74.4,1383.4,PlanA
3456,80,4003,199,39.8,4069.8,PlanA
3457,45,2253,914,182.8,2479.8,PlanA
3458,49,2451,430,86,2553,PlanA
3459,18,901,1000,200,1133,PlanA
3460,30,1503,643,128.6,1662.6,PlanA
3461,2,102,287,57.4,165.4,PlanA
3462,88,4401,883,176.6,4586.6,PlanA
3463,53,2652,108,21.6,2693.6,PlanA
3464,87,4354,433,86.6,4455.6,PlanA
3465,22,1103,552,110.4,1215.4,PlanA
3466,33,1655,582,116.4,1780.4,PlanA
3467,54,2705,272,54.4,2788.4,PlanA
3468,6,305,892,178.4,493.4,PlanA
3469,9,451,763,152.6,606.6,PlanA
3470,29,1455,886,177.2,1649.2,PlanA
3471,62,3104,495,99,3223,PlanA
3472,55,2752,520,104,2867,PlanA
3473,77,3851,458,91.6,3963.6,PlanA
3474,22,1104,970,194,1318,PlanA
3475,38,1904,560,112,2025,PlanA
3476,88,4401,887,177.4,4586.4,PlanA
3477,93,4653,730,146,4824,PlanA
3478,82,4104,462,92.4,4221.4,PlanA
3479,41,2053,955,191,2275,PlanA
3480,77,3855,858,171.6,4028.6,PlanA
3481,5,254,340,68,346,PlanA
3482,56,2804,272,54.4,2903.4,PlanA
3483,6,304,577,115.4,445.4,PlanA
3484,97,4852,602,120.4,4980.4,PlanA
3485,37,1852,245,49,1949,PlanA
3486,12,604,690,138,777,PlanA
3487,98,4901,474,94.8,5014.8,PlanA
3488,57,2855,801,160.2,3026.2,PlanA
3489,5,253,638,127.6,391.6,PlanA
3490,8,405,163,32.6,448.6,PlanA
3491,33,1655,350,70,1735,PlanA
3492,45,2251,478,95.6,2356.6,PlanA
3493,76,3802,413,82.6,3909.6,PlanA
3494,23,1155,314,62.8,1243.8,PlanA
3495,44,2203,582,116.4,2347.4,PlanA
3496,15,755,957,191.4,981.4,PlanA
3497,33,1655,583,116.6,1788.6,PlanA
3498,35,1753,886,177.2,1970.2,PlanA
3499,4,202,631,126.2,345.2,PlanA
3500,97,4855,699,139.8,5012.8,PlanA
3501,78,3905,155,31,3986,PlanA
3502,73,3654,207,41.4,3704.4,PlanA
3503,19,955,88,17.6,1003.6,PlanA
3504,51,2555,479,95.8,2679.8,PlanA
3505,32,1605,892,178.4,1814.4,PlanA
3506,17,852,818,163.6,1056.6,PlanA
3507,15,751,346,69.2,864.2,PlanA
3508,4,205,677,135.4,347.4,PlanA
3509,74,3705,50,10,3759,PlanA
3510,67,3353,963,192.6,3546.6,PlanA
3511,14,702,19,3.8,744.8,PlanA
3512,69,3452,163,32.6,3526.6,PlanA
3513,65,3252,534,106.8,3378.8,PlanA
3514,32,1602,336,67.2,1714.2,PlanA
3515,58,2901,669,133.8,3040.8,PlanA
3516,70,3504,564,112.8,3628.8,PlanA
3517,90,4501,491,98.2,4617.2,PlanA
3518,50,2502,628,125.6,2650.6,PlanA
3519,1,51,705,141,241,PlanA
3520,54,2704,145,29,2749,PlanA
3521,3,152,418,83.6,258.6,PlanA
3522,60,3005,789,157.8,3205.8,PlanA
3523,87,4353,421,84.2,4466.2,PlanA
3524,53,2651,311,62.2,2747.2,PlanA
3525,21,1053,173,34.6,1097.6,PlanA
3526,7,352,655,131,532,PlanA
3527,99,4955,420,84,5047,PlanA
3528,86,4304,512,102.4,4428.4,PlanA
3529,83,4152,61,12.2,4183.2,PlanA
3530,34,1704,247,49.4,1756.4,PlanA
3531,78,3905,637,127.4,4061.4,PlanA
3532,1,53,573,114.6,217.6,PlanA
3533,86,4302,215,43,4355,PlanA
3534,78,3901,745,149,4095,PlanA
3535,6,305,465,93,421,PlanA
3536,65,3251,681,136.2,3401.2,PlanA
3537,30,1505,56,11.2,1534.2,PlanA
3538,50,2503,914,182.8,2698.8,PlanA
3539,26,1302,759,151.8,1490.8,PlanA
3540,85,4253,541,108.2,4392.2,PlanA
3541,26,1301,747,149.4,1491.4,PlanA
3542,72,3602,633,126.6,3758.6,PlanA
3543,91,4554,992,198.4,4773.4,PlanA
3544,31,1555,180,36,1600,PlanA
3545,10,505,757,151.4,661.4,PlanA
3546,83,4153,558,111.6,4287.6,PlanA
3547,23,1154,753,150.6,1345.6,PlanA
3548,67,3354,183,36.6,3398.6,PlanA
3549,93,4653,13,2.6,4685.6,PlanA
3550,40,2001,323,64.6,2098.6,PlanA
3551,97,4853,731,146.2,5037.2,PlanA
3552,97,4852,941,188.2,5045.2,PlanA
3553,66,3304,64,12.8,3324.8,PlanA
3554,18,904,654,130.8,1080.8,PlanA
3555,82,4101,823,164.6,4309.6,PlanA
3556,85,4251,97,19.4,4272.4,PlanA
3557,88,4405,311,62.2,4514.2,PlanA
3558,64,3204,534,106.8,3324.8,PlanA
3559,91,4555,571,114.2,4695.2,PlanA
3560,27,1354,671,134.2,1492.2,PlanA
3561,56,2805,82,16.4,2841.4,PlanA
3562,3,154,645,129,311,PlanA
3563,89,4452,78,15.6,4479.6,PlanA
3564,76,3804,431,86.2,3935.2,PlanA
3565,98,4902,282,56.4,4964.4,PlanA
3566,46,2305,696,139.2,2473.2,PlanA
3567,69,3454,997,199.4,3673.4,PlanA
3568,94,4702,296,59.2,4811.2,PlanA
3569,40,2004,872,174.4,2184.4,PlanA
3570,73,3654,232,46.4,3718.4,PlanA
3571,85,4255,419,83.8,4356.8,PlanA
3572,2,105,684,136.8,260.8,PlanA
3573,77,3853,150,30,3903,PlanA
3574,35,1755,892,178.4,1959.4,PlanA
3575,28,1405,466,93.2,1536.2,PlanA
3576,61,3053,268,53.6,3152.6,PlanA
3577,49,2452,463,92.6,2577.6,PlanA
3578,53,2655,235,47,2727,PlanA
3579,53,2654,464,92.8,2789.8,PlanA
3580,95,4754,517,103.4,4892.4,PlanA
3581,22,1104,451,90.2,1216.2,PlanA
3582,29,1453,367,73.4,1570.4,PlanA
3583,72,3604,85,17,3642,PlanA
3584,40,2005,719,143.8,2174.8,PlanA
3585,91,4552,45,9,4581,PlanA
3586,3,153,431,86.2,244.2,PlanA
3587,52,2605,260,52,2673,PlanA
3588,16,803,42,8.4,843.4,PlanA
3589,29,1454,59,11.8,1489.8,PlanA
3590,7,353,217,43.4,418.4,PlanA
3591,37,1851,851,170.2,2068.2,PlanA
3592,44,2203,754,150.8,2359.8,PlanA
3593,64,3203,311,62.2,3284.2,PlanA
3594,56,2803,338,67.6,2911.6,PlanA
3595,89,4453,672,134.4,4616.4,PlanA
3596,65,3251,19,3.8,3296.8,PlanA
3597,40,2005,137,27.4,2039.4,PlanA
3598,59,2954,433,86.6,3056.6,PlanA
3599,90,4505,988,197.6,4730.6,PlanA
3600,5,255,487,97.4,360.4,PlanA
3601,53,2652,666,133.2,2818.2,PlanA
3602,14,703,440,88,797,PlanA
3603,28,1404,465,93,1507,PlanA
3604,35,1752,931,186.2,1975.2,PlanA
3605,66,3301,621,124.2,3426.2,PlanA
3606,81,4053,348,69.6,4164.6,PlanA
3607,41,2055,63,12.6,2104.6,PlanA
3608,6,304,920,184,515,PlanA
3609,64,3204,199,39.8,3250.8,PlanA
3610,27,1351,510,102,1488,PlanA
3611,78,3903,466,93.2,4035.2,PlanA
3612,74,3705,944,188.8,3914.8,PlanA
3613,30,1505,484,96.8,1637.8,PlanA
3614,56,2801,815,163,2997,PlanA
3615,1,55,216,43.2,120.2,PlanA
3616,89,4454,378,75.6,4549.6,PlanA
3617,32,1603,649,129.8,1749.8,PlanA
3618,33,1655,172,34.4,1703.4,PlanA
3619,93,4654,447,89.4,4765.4,PlanA
3620,40,2005,482,96.4,2130.4,PlanA
3621,24,1204,603,120.6,1346.6,PlanA
3622,56,2801,648,129.6,2968.6,PlanA
3623,83,4151,401,80.2,4251.2,PlanA
3624,59,2954,970,194,3158,PlanA
3625,80,4003,152,30.4,4076.4,PlanA
3626,69,3455,197,39.4,3503.4,PlanA
3627,97,4852,433,86.6,4970.6,PlanA
3628,4,204,606,121.2,351.2,PlanA
3629,32,1604,605,121,1740,PlanA
3630,64,3203,345,69,3313,PlanA
3631,93,4654,702,140.4,4828.4,PlanA
3632,50,2503,734,146.8,2655.8,PlanA
3633,100,5005,473,94.6,5130.6,PlanA
3634,24,1205,323,64.6,1284.6,PlanA
3635,55,2754,276,55.2,2846.2,PlanA
3636,93,4653,561,112.2,4802.2,PlanA
3637,19,954,202,40.4,1021.4,PlanA
3638,71,3553,206,41.2,3623.2,PlanA
3639,77,3853,595,119,3982,PlanA
3640,78,3904,595,119,4034,PlanA
3641,96,4803,853,170.6,4997.6,PlanA
3642,44,2202,257,51.4,2264.4,PlanA
3643,86,4304,919,183.8,4489.8,PlanA
3644,12,601,377,75.4,691.4,PlanA
3645,8,404,475,95,506,PlanA
3646,83,4152,822,164.4,4333.4,PlanA
3647,18,902,135,27,936,PlanA
3648,13,654,562,112.4,806.4,PlanA
3649,99,4952,722,144.4,5110.4,PlanA
3650,10,504,745,149,669,PlanA
3651,63,3155,221,44.2,3232.2,PlanA
3652,22,1101,323,64.6,1197.6,PlanA
3653,96,4805,129,25.8,4844.8,PlanA
3654,19,951,369,73.8,1043.8,PlanA
3655,82,4101,553,110.6,4212.6,PlanA
3656,64,3201,665,133,3374,PlanA
3657,8,405,453,90.6,520.6,PlanA
3658,43,2154,635,127,2313,PlanA
3659,97,4851,804,160.8,5038.8,PlanA
3660,68,3402,176,35.2,3464.2,PlanA
3661,51,2555,505,101,2662,PlanA
3662,54,2701,435,87,2790,PlanA
3663,16,805,231,46.2,886.2,PlanA
3664,73,3652,49,9.8,3686.8,PlanA
3665,78,3905,572,114.4,4047.4,PlanA
3666,29,1454,134,26.8,1490.8,PlanA
3667,17,853,741,148.2,1033.2,PlanA
3668,69,3455,850,170,3665,PlanA
3669,32,1605,617,123.4,1741.4,PlanA
3670,27,1351,588,117.6,1480.6,PlanA
3671,7,351,250,50,436,PlanA
3672,49,2455,52,10.4,2483.4,PlanA
3673,50,2505,20,4,2535,PlanA
3674,6,304,954,190.8,503.8,PlanA
3675,67,3351,57,11.4,3407.4,PlanA
3676,47,2355,679,135.8,2527.8,PlanA
3677,85,4251,754,150.8,4409.8,PlanA
3678,94,4705,628,125.6,4839.6,PlanA
3679,85,4253,984,196.8,4463.8,PlanA
3680,65,3255,734,146.8,3410.8,PlanA
3681,68,3405,516,103.2,3515.2,PlanA
3682,42,2104,169,33.8,2140.8,PlanA
3683,86,4303,865,173,4485,PlanA
3684,40,2004,626,125.2,2171.2,PlanA
3685,62,3102,997,199.4,3321.4,PlanA
3686,34,1705,491,98.2,1847.2,PlanA
3687,66,3302,223,44.6,3390.6,PlanA
3688,49,2454,691,138.2,2627.2,PlanA
3689,42,2105,898,179.6,2298.6,PlanA
3690,45,2255,518,103.6,2395.6,PlanA
3691,83,4154,282,56.4,4218.4,PlanA
3692,13,651,346,69.2,745.2,PlanA
3693,81,4051,819,163.8,4233.8,PlanA
3694,87,4355,628,125.6,4486.6,PlanA
3695,90,4504,926,185.2,4720.2,PlanA
3696,47,2352,271,54.2,2453.2,PlanA
3697,5,251,795,159,429,PlanA
3698,65,3253,643,128.6,3424.6,PlanA
3699,42,2103,862,172.4,2322.4,PlanA
3700,35,1753,697,139.4,1895.4,PlanA
3701,87,4353,199,39.8,4426.8,PlanA
3702,31,1555,940,188,1760,PlanA
3703,70,3502,669,133.8,3640.8,PlanA
3704,46,2304,316,63.2,2417.2,PlanA
3705,71,3555,6,1.2,3571.2,PlanA
3706,41,2051,911,182.2,2279.2,PlanA
3707,21,1051,177,35.4,1108.4,PlanA
3708,72,3602,702,140.4,3768.4,PlanA
3709,57,2852,695,139,3004,PlanA
3710,90,4504,294,58.8,4583.8,PlanA
3711,49,2455,553,110.6,2594.6,PlanA
3712,28,1401,122,24.4,1465.4,PlanA
3713,34,1704,83,16.6,1730.6,PlanA
3714,43,2151,530,106,2289,PlanA
3715,74,3703,476,95.2,3841.2,PlanA
3716,66,3302,657,131.4,3434.4,PlanA
3717,27,1352,118,23.6,1379.6,PlanA
3718,7,352,440,88,490,PlanA
3719,83,4152,714,142.8,4314.8,PlanA
3720,26,1303,646,129.2,1436.2,PlanA
3721,29,1453,757,151.4,1618.4,PlanA
3722,82,4103,391,78.2,4207.2,PlanA
3723,98,4903,326,65.2,4975.2,PlanA
3724,28,1404,252,50.4,1478.4,PlanA
3725,16,802,115,23,867,PlanA
3726,7,355,102,20.4,387.4,PlanA
3727,78,3903,849,169.8,4074.8,PlanA
3728,74,3705,687,137.4,3891.4,PlanA
3729,11,554,467,93.4,694.4,PlanA
3730,93,4655,582,116.4,4812.4,PlanA
3731,50,2501,246,49.2,2582.2,PlanA
3732,99,4954,205,41,5043,PlanA
3733,13,654,735,147,812,PlanA
3734,15,755,337,67.4,840.4,PlanA
3735,36,1805,536,107.2,1916.2,PlanA
3736,30,1501,561,112.2,1620.2,PlanA
3737,88,4405,788,157.6,4566.6,PlanA
3738,3,154,424,84.8,274.8,PlanA
3739,24,1205,568,113.6,1322.6,PlanA
3740,92,4601,606,121.2,4769.2,PlanA
3741,93,4651,713,142.6,4816.6,PlanA
3742,37,1852,189,37.8,1924.8,PlanA
